date,date_key,year,month,day,weekday
1998-03-03,19980303,1998,3,3,Tuesday
1998-03-04,19980304,1998,3,4,Wednesday
1998-03-05,19980305,1998,3,5,Thursday
1998-03-06,19980306,1998,3,6,Friday
1998-03-07,19980307,1998,3,7,Saturday
1998-03-08,19980308,1998,3,8,Sunday
1998-03-09,19980309,1998,3,9,Monday
1998-03-10,19980310,1998,3,10,Tuesday
1998-03-11,19980311,1998,3,11,Wednesday
1998-03-12,19980312,1998,3,12,Thursday
1998-03-13,19980313,1998,3,13,Friday
1998-03-14,19980314,1998,3,14,Saturday
1998-03-15,19980315,1998,3,15,Sunday
1998-03-16,19980316,1998,3,16,Monday
1998-03-17,19980317,1998,3,17,Tuesday
1998-03-18,19980318,1998,3,18,Wednesday
1998-03-19,19980319,1998,3,19,Thursday
1998-03-20,19980320,1998,3,20,Friday
1998-03-21,19980321,1998,3,21,Saturday
1998-03-22,19980322,1998,3,22,Sunday
1998-03-23,19980323,1998,3,23,Monday
1998-03-24,19980324,1998,3,24,Tuesday
1998-03-25,19980325,1998,3,25,Wednesday
1998-03-26,19980326,1998,3,26,Thursday
1998-03-27,19980327,1998,3,27,Friday
1998-03-28,19980328,1998,3,28,Saturday
1998-03-29,19980329,1998,3,29,Sunday
1998-03-30,19980330,1998,3,30,Monday
1998-03-31,19980331,1998,3,31,Tuesday
1998-04-01,19980401,1998,4,1,Wednesday
1998-04-02,19980402,1998,4,2,Thursday
1998-04-03,19980403,1998,4,3,Friday
1998-04-04,19980404,1998,4,4,Saturday
1998-04-05,19980405,1998,4,5,Sunday
1998-04-06,19980406,1998,4,6,Monday
1998-04-07,19980407,1998,4,7,Tuesday
1998-04-08,19980408,1998,4,8,Wednesday
1998-04-09,19980409,1998,4,9,Thursday
1998-04-10,19980410,1998,4,10,Friday
1998-04-11,19980411,1998,4,11,Saturday
1998-04-12,19980412,1998,4,12,Sunday
1998-04-13,19980413,1998,4,13,Monday
1998-04-14,19980414,1998,4,14,Tuesday
1998-04-15,19980415,1998,4,15,Wednesday
1998-04-16,19980416,1998,4,16,Thursday
1998-04-17,19980417,1998,4,17,Friday
1998-04-18,19980418,1998,4,18,Saturday
1998-04-19,19980419,1998,4,19,Sunday
1998-04-20,19980420,1998,4,20,Monday
1998-04-21,19980421,1998,4,21,Tuesday
1998-04-22,19980422,1998,4,22,Wednesday
1998-04-23,19980423,1998,4,23,Thursday
1998-04-24,19980424,1998,4,24,Friday
1998-04-25,19980425,1998,4,25,Saturday
1998-04-26,19980426,1998,4,26,Sunday
1998-04-27,19980427,1998,4,27,Monday
1998-04-28,19980428,1998,4,28,Tuesday
1998-04-29,19980429,1998,4,29,Wednesday
1998-04-30,19980430,1998,4,30,Thursday
1998-05-01,19980501,1998,5,1,Friday
1998-05-02,19980502,1998,5,2,Saturday
1998-05-03,19980503,1998,5,3,Sunday
1998-05-04,19980504,1998,5,4,Monday
1998-05-05,19980505,1998,5,5,Tuesday
1998-05-06,19980506,1998,5,6,Wednesday
1998-05-07,19980507,1998,5,7,Thursday
1998-05-08,19980508,1998,5,8,Friday
1998-05-09,19980509,1998,5,9,Saturday
1998-05-10,19980510,1998,5,10,Sunday
1998-05-11,19980511,1998,5,11,Monday
1998-05-12,19980512,1998,5,12,Tuesday
1998-05-13,19980513,1998,5,13,Wednesday
1998-05-14,19980514,1998,5,14,Thursday
1998-05-15,19980515,1998,5,15,Friday
1998-05-16,19980516,1998,5,16,Saturday
1998-05-17,19980517,1998,5,17,Sunday
1998-05-18,19980518,1998,5,18,Monday
1998-05-19,19980519,1998,5,19,Tuesday
1998-05-20,19980520,1998,5,20,Wednesday
1998-05-21,19980521,1998,5,21,Thursday
1998-05-22,19980522,1998,5,22,Friday
1998-05-23,19980523,1998,5,23,Saturday
1998-05-24,19980524,1998,5,24,Sunday
1998-05-25,19980525,1998,5,25,Monday
1998-05-26,19980526,1998,5,26,Tuesday
1998-05-27,19980527,1998,5,27,Wednesday
1998-05-28,19980528,1998,5,28,Thursday
1998-05-29,19980529,1998,5,29,Friday
1998-05-30,19980530,1998,5,30,Saturday
1998-05-31,19980531,1998,5,31,Sunday
1998-06-01,19980601,1998,6,1,Monday
1998-06-02,19980602,1998,6,2,Tuesday
1998-06-03,19980603,1998,6,3,Wednesday
1998-06-04,19980604,1998,6,4,Thursday
1998-06-05,19980605,1998,6,5,Friday
1998-06-06,19980606,1998,6,6,Saturday
1998-06-07,19980607,1998,6,7,Sunday
1998-06-08,19980608,1998,6,8,Monday
1998-06-09,19980609,1998,6,9,Tuesday
1998-06-10,19980610,1998,6,10,Wednesday
1998-06-11,19980611,1998,6,11,Thursday
1998-06-12,19980612,1998,6,12,Friday
1998-06-13,19980613,1998,6,13,Saturday
1998-06-14,19980614,1998,6,14,Sunday
1998-06-15,19980615,1998,6,15,Monday
1998-06-16,19980616,1998,6,16,Tuesday
1998-06-17,19980617,1998,6,17,Wednesday
1998-06-18,19980618,1998,6,18,Thursday
1998-06-19,19980619,1998,6,19,Friday
1998-06-20,19980620,1998,6,20,Saturday
1998-06-21,19980621,1998,6,21,Sunday
1998-06-22,19980622,1998,6,22,Monday
1998-06-23,19980623,1998,6,23,Tuesday
1998-06-24,19980624,1998,6,24,Wednesday
1998-06-25,19980625,1998,6,25,Thursday
1998-06-26,19980626,1998,6,26,Friday
1998-06-27,19980627,1998,6,27,Saturday
1998-06-28,19980628,1998,6,28,Sunday
1998-06-29,19980629,1998,6,29,Monday
1998-06-30,19980630,1998,6,30,Tuesday
1998-07-01,19980701,1998,7,1,Wednesday
1998-07-02,19980702,1998,7,2,Thursday
1998-07-03,19980703,1998,7,3,Friday
1998-07-04,19980704,1998,7,4,Saturday
1998-07-05,19980705,1998,7,5,Sunday
1998-07-06,19980706,1998,7,6,Monday
1998-07-07,19980707,1998,7,7,Tuesday
1998-07-08,19980708,1998,7,8,Wednesday
1998-07-09,19980709,1998,7,9,Thursday
1998-07-10,19980710,1998,7,10,Friday
1998-07-11,19980711,1998,7,11,Saturday
1998-07-12,19980712,1998,7,12,Sunday
1998-07-13,19980713,1998,7,13,Monday
1998-07-14,19980714,1998,7,14,Tuesday
1998-07-15,19980715,1998,7,15,Wednesday
1998-07-16,19980716,1998,7,16,Thursday
1998-07-17,19980717,1998,7,17,Friday
1998-07-18,19980718,1998,7,18,Saturday
1998-07-19,19980719,1998,7,19,Sunday
1998-07-20,19980720,1998,7,20,Monday
1998-07-21,19980721,1998,7,21,Tuesday
1998-07-22,19980722,1998,7,22,Wednesday
1998-07-23,19980723,1998,7,23,Thursday
1998-07-24,19980724,1998,7,24,Friday
1998-07-25,19980725,1998,7,25,Saturday
1998-07-26,19980726,1998,7,26,Sunday
1998-07-27,19980727,1998,7,27,Monday
1998-07-28,19980728,1998,7,28,Tuesday
1998-07-29,19980729,1998,7,29,Wednesday
1998-07-30,19980730,1998,7,30,Thursday
1998-07-31,19980731,1998,7,31,Friday
1998-08-01,19980801,1998,8,1,Saturday
1998-08-02,19980802,1998,8,2,Sunday
1998-08-03,19980803,1998,8,3,Monday
1998-08-04,19980804,1998,8,4,Tuesday
1998-08-05,19980805,1998,8,5,Wednesday
1998-08-06,19980806,1998,8,6,Thursday
1998-08-07,19980807,1998,8,7,Friday
1998-08-08,19980808,1998,8,8,Saturday
1998-08-09,19980809,1998,8,9,Sunday
1998-08-10,19980810,1998,8,10,Monday
1998-08-11,19980811,1998,8,11,Tuesday
1998-08-12,19980812,1998,8,12,Wednesday
1998-08-13,19980813,1998,8,13,Thursday
1998-08-14,19980814,1998,8,14,Friday
1998-08-15,19980815,1998,8,15,Saturday
1998-08-16,19980816,1998,8,16,Sunday
1998-08-17,19980817,1998,8,17,Monday
1998-08-18,19980818,1998,8,18,Tuesday
1998-08-19,19980819,1998,8,19,Wednesday
1998-08-20,19980820,1998,8,20,Thursday
1998-08-21,19980821,1998,8,21,Friday
1998-08-22,19980822,1998,8,22,Saturday
1998-08-23,19980823,1998,8,23,Sunday
1998-08-24,19980824,1998,8,24,Monday
1998-08-25,19980825,1998,8,25,Tuesday
1998-08-26,19980826,1998,8,26,Wednesday
1998-08-27,19980827,1998,8,27,Thursday
1998-08-28,19980828,1998,8,28,Friday
1998-08-29,19980829,1998,8,29,Saturday
1998-08-30,19980830,1998,8,30,Sunday
1998-08-31,19980831,1998,8,31,Monday
1998-09-01,19980901,1998,9,1,Tuesday
1998-09-02,19980902,1998,9,2,Wednesday
1998-09-03,19980903,1998,9,3,Thursday
1998-09-04,19980904,1998,9,4,Friday
1998-09-05,19980905,1998,9,5,Saturday
1998-09-06,19980906,1998,9,6,Sunday
1998-09-07,19980907,1998,9,7,Monday
1998-09-08,19980908,1998,9,8,Tuesday
1998-09-09,19980909,1998,9,9,Wednesday
1998-09-10,19980910,1998,9,10,Thursday
1998-09-11,19980911,1998,9,11,Friday
1998-09-12,19980912,1998,9,12,Saturday
1998-09-13,19980913,1998,9,13,Sunday
1998-09-14,19980914,1998,9,14,Monday
1998-09-15,19980915,1998,9,15,Tuesday
1998-09-16,19980916,1998,9,16,Wednesday
1998-09-17,19980917,1998,9,17,Thursday
1998-09-18,19980918,1998,9,18,Friday
1998-09-19,19980919,1998,9,19,Saturday
1998-09-20,19980920,1998,9,20,Sunday
1998-09-21,19980921,1998,9,21,Monday
1998-09-22,19980922,1998,9,22,Tuesday
1998-09-23,19980923,1998,9,23,Wednesday
1998-09-24,19980924,1998,9,24,Thursday
1998-09-25,19980925,1998,9,25,Friday
1998-09-26,19980926,1998,9,26,Saturday
1998-09-27,19980927,1998,9,27,Sunday
1998-09-28,19980928,1998,9,28,Monday
1998-09-29,19980929,1998,9,29,Tuesday
1998-09-30,19980930,1998,9,30,Wednesday
1998-10-01,19981001,1998,10,1,Thursday
1998-10-02,19981002,1998,10,2,Friday
1998-10-03,19981003,1998,10,3,Saturday
1998-10-04,19981004,1998,10,4,Sunday
1998-10-05,19981005,1998,10,5,Monday
1998-10-06,19981006,1998,10,6,Tuesday
1998-10-07,19981007,1998,10,7,Wednesday
1998-10-08,19981008,1998,10,8,Thursday
1998-10-09,19981009,1998,10,9,Friday
1998-10-10,19981010,1998,10,10,Saturday
1998-10-11,19981011,1998,10,11,Sunday
1998-10-12,19981012,1998,10,12,Monday
1998-10-13,19981013,1998,10,13,Tuesday
1998-10-14,19981014,1998,10,14,Wednesday
1998-10-15,19981015,1998,10,15,Thursday
1998-10-16,19981016,1998,10,16,Friday
1998-10-17,19981017,1998,10,17,Saturday
1998-10-18,19981018,1998,10,18,Sunday
1998-10-19,19981019,1998,10,19,Monday
1998-10-20,19981020,1998,10,20,Tuesday
1998-10-21,19981021,1998,10,21,Wednesday
1998-10-22,19981022,1998,10,22,Thursday
1998-10-23,19981023,1998,10,23,Friday
1998-10-24,19981024,1998,10,24,Saturday
1998-10-25,19981025,1998,10,25,Sunday
1998-10-26,19981026,1998,10,26,Monday
1998-10-27,19981027,1998,10,27,Tuesday
1998-10-28,19981028,1998,10,28,Wednesday
1998-10-29,19981029,1998,10,29,Thursday
1998-10-30,19981030,1998,10,30,Friday
1998-10-31,19981031,1998,10,31,Saturday
1998-11-01,19981101,1998,11,1,Sunday
1998-11-02,19981102,1998,11,2,Monday
1998-11-03,19981103,1998,11,3,Tuesday
1998-11-04,19981104,1998,11,4,Wednesday
1998-11-05,19981105,1998,11,5,Thursday
1998-11-06,19981106,1998,11,6,Friday
1998-11-07,19981107,1998,11,7,Saturday
1998-11-08,19981108,1998,11,8,Sunday
1998-11-09,19981109,1998,11,9,Monday
1998-11-10,19981110,1998,11,10,Tuesday
1998-11-11,19981111,1998,11,11,Wednesday
1998-11-12,19981112,1998,11,12,Thursday
1998-11-13,19981113,1998,11,13,Friday
1998-11-14,19981114,1998,11,14,Saturday
1998-11-15,19981115,1998,11,15,Sunday
1998-11-16,19981116,1998,11,16,Monday
1998-11-17,19981117,1998,11,17,Tuesday
1998-11-18,19981118,1998,11,18,Wednesday
1998-11-19,19981119,1998,11,19,Thursday
1998-11-20,19981120,1998,11,20,Friday
1998-11-21,19981121,1998,11,21,Saturday
1998-11-22,19981122,1998,11,22,Sunday
1998-11-23,19981123,1998,11,23,Monday
1998-11-24,19981124,1998,11,24,Tuesday
1998-11-25,19981125,1998,11,25,Wednesday
1998-11-26,19981126,1998,11,26,Thursday
1998-11-27,19981127,1998,11,27,Friday
1998-11-28,19981128,1998,11,28,Saturday
1998-11-29,19981129,1998,11,29,Sunday
1998-11-30,19981130,1998,11,30,Monday
1998-12-01,19981201,1998,12,1,Tuesday
1998-12-02,19981202,1998,12,2,Wednesday
1998-12-03,19981203,1998,12,3,Thursday
1998-12-04,19981204,1998,12,4,Friday
1998-12-05,19981205,1998,12,5,Saturday
1998-12-06,19981206,1998,12,6,Sunday
1998-12-07,19981207,1998,12,7,Monday
1998-12-08,19981208,1998,12,8,Tuesday
1998-12-09,19981209,1998,12,9,Wednesday
1998-12-10,19981210,1998,12,10,Thursday
1998-12-11,19981211,1998,12,11,Friday
1998-12-12,19981212,1998,12,12,Saturday
1998-12-13,19981213,1998,12,13,Sunday
1998-12-14,19981214,1998,12,14,Monday
1998-12-15,19981215,1998,12,15,Tuesday
1998-12-16,19981216,1998,12,16,Wednesday
1998-12-17,19981217,1998,12,17,Thursday
1998-12-18,19981218,1998,12,18,Friday
1998-12-19,19981219,1998,12,19,Saturday
1998-12-20,19981220,1998,12,20,Sunday
1998-12-21,19981221,1998,12,21,Monday
1998-12-22,19981222,1998,12,22,Tuesday
1998-12-23,19981223,1998,12,23,Wednesday
1998-12-24,19981224,1998,12,24,Thursday
1998-12-25,19981225,1998,12,25,Friday
1998-12-26,19981226,1998,12,26,Saturday
1998-12-27,19981227,1998,12,27,Sunday
1998-12-28,19981228,1998,12,28,Monday
1998-12-29,19981229,1998,12,29,Tuesday
1998-12-30,19981230,1998,12,30,Wednesday
1998-12-31,19981231,1998,12,31,Thursday
1999-01-01,19990101,1999,1,1,Friday
1999-01-02,19990102,1999,1,2,Saturday
1999-01-03,19990103,1999,1,3,Sunday
1999-01-04,19990104,1999,1,4,Monday
1999-01-05,19990105,1999,1,5,Tuesday
1999-01-06,19990106,1999,1,6,Wednesday
1999-01-07,19990107,1999,1,7,Thursday
1999-01-08,19990108,1999,1,8,Friday
1999-01-09,19990109,1999,1,9,Saturday
1999-01-10,19990110,1999,1,10,Sunday
1999-01-11,19990111,1999,1,11,Monday
1999-01-12,19990112,1999,1,12,Tuesday
1999-01-13,19990113,1999,1,13,Wednesday
1999-01-14,19990114,1999,1,14,Thursday
1999-01-15,19990115,1999,1,15,Friday
1999-01-16,19990116,1999,1,16,Saturday
1999-01-17,19990117,1999,1,17,Sunday
1999-01-18,19990118,1999,1,18,Monday
1999-01-19,19990119,1999,1,19,Tuesday
1999-01-20,19990120,1999,1,20,Wednesday
1999-01-21,19990121,1999,1,21,Thursday
1999-01-22,19990122,1999,1,22,Friday
1999-01-23,19990123,1999,1,23,Saturday
1999-01-24,19990124,1999,1,24,Sunday
1999-01-25,19990125,1999,1,25,Monday
1999-01-26,19990126,1999,1,26,Tuesday
1999-01-27,19990127,1999,1,27,Wednesday
1999-01-28,19990128,1999,1,28,Thursday
1999-01-29,19990129,1999,1,29,Friday
1999-01-30,19990130,1999,1,30,Saturday
1999-01-31,19990131,1999,1,31,Sunday
1999-02-01,19990201,1999,2,1,Monday
1999-02-02,19990202,1999,2,2,Tuesday
1999-02-03,19990203,1999,2,3,Wednesday
1999-02-04,19990204,1999,2,4,Thursday
1999-02-05,19990205,1999,2,5,Friday
1999-02-06,19990206,1999,2,6,Saturday
1999-02-07,19990207,1999,2,7,Sunday
1999-02-08,19990208,1999,2,8,Monday
1999-02-09,19990209,1999,2,9,Tuesday
1999-02-10,19990210,1999,2,10,Wednesday
1999-02-11,19990211,1999,2,11,Thursday
1999-02-12,19990212,1999,2,12,Friday
1999-02-13,19990213,1999,2,13,Saturday
1999-02-14,19990214,1999,2,14,Sunday
1999-02-15,19990215,1999,2,15,Monday
1999-02-16,19990216,1999,2,16,Tuesday
1999-02-17,19990217,1999,2,17,Wednesday
1999-02-18,19990218,1999,2,18,Thursday
1999-02-19,19990219,1999,2,19,Friday
1999-02-20,19990220,1999,2,20,Saturday
1999-02-21,19990221,1999,2,21,Sunday
1999-02-22,19990222,1999,2,22,Monday
1999-02-23,19990223,1999,2,23,Tuesday
1999-02-24,19990224,1999,2,24,Wednesday
1999-02-25,19990225,1999,2,25,Thursday
1999-02-26,19990226,1999,2,26,Friday
1999-02-27,19990227,1999,2,27,Saturday
1999-02-28,19990228,1999,2,28,Sunday
1999-03-01,19990301,1999,3,1,Monday
1999-03-02,19990302,1999,3,2,Tuesday
1999-03-03,19990303,1999,3,3,Wednesday
1999-03-04,19990304,1999,3,4,Thursday
1999-03-05,19990305,1999,3,5,Friday
1999-03-06,19990306,1999,3,6,Saturday
1999-03-07,19990307,1999,3,7,Sunday
1999-03-08,19990308,1999,3,8,Monday
1999-03-09,19990309,1999,3,9,Tuesday
1999-03-10,19990310,1999,3,10,Wednesday
1999-03-11,19990311,1999,3,11,Thursday
1999-03-12,19990312,1999,3,12,Friday
1999-03-13,19990313,1999,3,13,Saturday
1999-03-14,19990314,1999,3,14,Sunday
1999-03-15,19990315,1999,3,15,Monday
1999-03-16,19990316,1999,3,16,Tuesday
1999-03-17,19990317,1999,3,17,Wednesday
1999-03-18,19990318,1999,3,18,Thursday
1999-03-19,19990319,1999,3,19,Friday
1999-03-20,19990320,1999,3,20,Saturday
1999-03-21,19990321,1999,3,21,Sunday
1999-03-22,19990322,1999,3,22,Monday
1999-03-23,19990323,1999,3,23,Tuesday
1999-03-24,19990324,1999,3,24,Wednesday
1999-03-25,19990325,1999,3,25,Thursday
1999-03-26,19990326,1999,3,26,Friday
1999-03-27,19990327,1999,3,27,Saturday
1999-03-28,19990328,1999,3,28,Sunday
1999-03-29,19990329,1999,3,29,Monday
1999-03-30,19990330,1999,3,30,Tuesday
1999-03-31,19990331,1999,3,31,Wednesday
1999-04-01,19990401,1999,4,1,Thursday
1999-04-02,19990402,1999,4,2,Friday
1999-04-03,19990403,1999,4,3,Saturday
1999-04-04,19990404,1999,4,4,Sunday
1999-04-05,19990405,1999,4,5,Monday
1999-04-06,19990406,1999,4,6,Tuesday
1999-04-07,19990407,1999,4,7,Wednesday
1999-04-08,19990408,1999,4,8,Thursday
1999-04-09,19990409,1999,4,9,Friday
1999-04-10,19990410,1999,4,10,Saturday
1999-04-11,19990411,1999,4,11,Sunday
1999-04-12,19990412,1999,4,12,Monday
1999-04-13,19990413,1999,4,13,Tuesday
1999-04-14,19990414,1999,4,14,Wednesday
1999-04-15,19990415,1999,4,15,Thursday
1999-04-16,19990416,1999,4,16,Friday
1999-04-17,19990417,1999,4,17,Saturday
1999-04-18,19990418,1999,4,18,Sunday
1999-04-19,19990419,1999,4,19,Monday
1999-04-20,19990420,1999,4,20,Tuesday
1999-04-21,19990421,1999,4,21,Wednesday
1999-04-22,19990422,1999,4,22,Thursday
1999-04-23,19990423,1999,4,23,Friday
1999-04-24,19990424,1999,4,24,Saturday
1999-04-25,19990425,1999,4,25,Sunday
1999-04-26,19990426,1999,4,26,Monday
1999-04-27,19990427,1999,4,27,Tuesday
1999-04-28,19990428,1999,4,28,Wednesday
1999-04-29,19990429,1999,4,29,Thursday
1999-04-30,19990430,1999,4,30,Friday
1999-05-01,19990501,1999,5,1,Saturday
1999-05-02,19990502,1999,5,2,Sunday
1999-05-03,19990503,1999,5,3,Monday
1999-05-04,19990504,1999,5,4,Tuesday
1999-05-05,19990505,1999,5,5,Wednesday
1999-05-06,19990506,1999,5,6,Thursday
1999-05-07,19990507,1999,5,7,Friday
1999-05-08,19990508,1999,5,8,Saturday
1999-05-09,19990509,1999,5,9,Sunday
1999-05-10,19990510,1999,5,10,Monday
1999-05-11,19990511,1999,5,11,Tuesday
1999-05-12,19990512,1999,5,12,Wednesday
1999-05-13,19990513,1999,5,13,Thursday
1999-05-14,19990514,1999,5,14,Friday
1999-05-15,19990515,1999,5,15,Saturday
1999-05-16,19990516,1999,5,16,Sunday
1999-05-17,19990517,1999,5,17,Monday
1999-05-18,19990518,1999,5,18,Tuesday
1999-05-19,19990519,1999,5,19,Wednesday
1999-05-20,19990520,1999,5,20,Thursday
1999-05-21,19990521,1999,5,21,Friday
1999-05-22,19990522,1999,5,22,Saturday
1999-05-23,19990523,1999,5,23,Sunday
1999-05-24,19990524,1999,5,24,Monday
1999-05-25,19990525,1999,5,25,Tuesday
1999-05-26,19990526,1999,5,26,Wednesday
1999-05-27,19990527,1999,5,27,Thursday
1999-05-28,19990528,1999,5,28,Friday
1999-05-29,19990529,1999,5,29,Saturday
1999-05-30,19990530,1999,5,30,Sunday
1999-05-31,19990531,1999,5,31,Monday
1999-06-01,19990601,1999,6,1,Tuesday
1999-06-02,19990602,1999,6,2,Wednesday
1999-06-03,19990603,1999,6,3,Thursday
1999-06-04,19990604,1999,6,4,Friday
1999-06-05,19990605,1999,6,5,Saturday
1999-06-06,19990606,1999,6,6,Sunday
1999-06-07,19990607,1999,6,7,Monday
1999-06-08,19990608,1999,6,8,Tuesday
1999-06-09,19990609,1999,6,9,Wednesday
1999-06-10,19990610,1999,6,10,Thursday
1999-06-11,19990611,1999,6,11,Friday
1999-06-12,19990612,1999,6,12,Saturday
1999-06-13,19990613,1999,6,13,Sunday
1999-06-14,19990614,1999,6,14,Monday
1999-06-15,19990615,1999,6,15,Tuesday
1999-06-16,19990616,1999,6,16,Wednesday
1999-06-17,19990617,1999,6,17,Thursday
1999-06-18,19990618,1999,6,18,Friday
1999-06-19,19990619,1999,6,19,Saturday
1999-06-20,19990620,1999,6,20,Sunday
1999-06-21,19990621,1999,6,21,Monday
1999-06-22,19990622,1999,6,22,Tuesday
1999-06-23,19990623,1999,6,23,Wednesday
1999-06-24,19990624,1999,6,24,Thursday
1999-06-25,19990625,1999,6,25,Friday
1999-06-26,19990626,1999,6,26,Saturday
1999-06-27,19990627,1999,6,27,Sunday
1999-06-28,19990628,1999,6,28,Monday
1999-06-29,19990629,1999,6,29,Tuesday
1999-06-30,19990630,1999,6,30,Wednesday
1999-07-01,19990701,1999,7,1,Thursday
1999-07-02,19990702,1999,7,2,Friday
1999-07-03,19990703,1999,7,3,Saturday
1999-07-04,19990704,1999,7,4,Sunday
1999-07-05,19990705,1999,7,5,Monday
1999-07-06,19990706,1999,7,6,Tuesday
1999-07-07,19990707,1999,7,7,Wednesday
1999-07-08,19990708,1999,7,8,Thursday
1999-07-09,19990709,1999,7,9,Friday
1999-07-10,19990710,1999,7,10,Saturday
1999-07-11,19990711,1999,7,11,Sunday
1999-07-12,19990712,1999,7,12,Monday
1999-07-13,19990713,1999,7,13,Tuesday
1999-07-14,19990714,1999,7,14,Wednesday
1999-07-15,19990715,1999,7,15,Thursday
1999-07-16,19990716,1999,7,16,Friday
1999-07-17,19990717,1999,7,17,Saturday
1999-07-18,19990718,1999,7,18,Sunday
1999-07-19,19990719,1999,7,19,Monday
1999-07-20,19990720,1999,7,20,Tuesday
1999-07-21,19990721,1999,7,21,Wednesday
1999-07-22,19990722,1999,7,22,Thursday
1999-07-23,19990723,1999,7,23,Friday
1999-07-24,19990724,1999,7,24,Saturday
1999-07-25,19990725,1999,7,25,Sunday
1999-07-26,19990726,1999,7,26,Monday
1999-07-27,19990727,1999,7,27,Tuesday
1999-07-28,19990728,1999,7,28,Wednesday
1999-07-29,19990729,1999,7,29,Thursday
1999-07-30,19990730,1999,7,30,Friday
1999-07-31,19990731,1999,7,31,Saturday
1999-08-01,19990801,1999,8,1,Sunday
1999-08-02,19990802,1999,8,2,Monday
1999-08-03,19990803,1999,8,3,Tuesday
1999-08-04,19990804,1999,8,4,Wednesday
1999-08-05,19990805,1999,8,5,Thursday
1999-08-06,19990806,1999,8,6,Friday
1999-08-07,19990807,1999,8,7,Saturday
1999-08-08,19990808,1999,8,8,Sunday
1999-08-09,19990809,1999,8,9,Monday
1999-08-10,19990810,1999,8,10,Tuesday
1999-08-11,19990811,1999,8,11,Wednesday
1999-08-12,19990812,1999,8,12,Thursday
1999-08-13,19990813,1999,8,13,Friday
1999-08-14,19990814,1999,8,14,Saturday
1999-08-15,19990815,1999,8,15,Sunday
1999-08-16,19990816,1999,8,16,Monday
1999-08-17,19990817,1999,8,17,Tuesday
1999-08-18,19990818,1999,8,18,Wednesday
1999-08-19,19990819,1999,8,19,Thursday
1999-08-20,19990820,1999,8,20,Friday
1999-08-21,19990821,1999,8,21,Saturday
1999-08-22,19990822,1999,8,22,Sunday
1999-08-23,19990823,1999,8,23,Monday
1999-08-24,19990824,1999,8,24,Tuesday
1999-08-25,19990825,1999,8,25,Wednesday
1999-08-26,19990826,1999,8,26,Thursday
1999-08-27,19990827,1999,8,27,Friday
1999-08-28,19990828,1999,8,28,Saturday
1999-08-29,19990829,1999,8,29,Sunday
1999-08-30,19990830,1999,8,30,Monday
1999-08-31,19990831,1999,8,31,Tuesday
1999-09-01,19990901,1999,9,1,Wednesday
1999-09-02,19990902,1999,9,2,Thursday
1999-09-03,19990903,1999,9,3,Friday
1999-09-04,19990904,1999,9,4,Saturday
1999-09-05,19990905,1999,9,5,Sunday
1999-09-06,19990906,1999,9,6,Monday
1999-09-07,19990907,1999,9,7,Tuesday
1999-09-08,19990908,1999,9,8,Wednesday
1999-09-09,19990909,1999,9,9,Thursday
1999-09-10,19990910,1999,9,10,Friday
1999-09-11,19990911,1999,9,11,Saturday
1999-09-12,19990912,1999,9,12,Sunday
1999-09-13,19990913,1999,9,13,Monday
1999-09-14,19990914,1999,9,14,Tuesday
1999-09-15,19990915,1999,9,15,Wednesday
1999-09-16,19990916,1999,9,16,Thursday
1999-09-17,19990917,1999,9,17,Friday
1999-09-18,19990918,1999,9,18,Saturday
1999-09-19,19990919,1999,9,19,Sunday
1999-09-20,19990920,1999,9,20,Monday
1999-09-21,19990921,1999,9,21,Tuesday
1999-09-22,19990922,1999,9,22,Wednesday
1999-09-23,19990923,1999,9,23,Thursday
1999-09-24,19990924,1999,9,24,Friday
1999-09-25,19990925,1999,9,25,Saturday
1999-09-26,19990926,1999,9,26,Sunday
1999-09-27,19990927,1999,9,27,Monday
1999-09-28,19990928,1999,9,28,Tuesday
1999-09-29,19990929,1999,9,29,Wednesday
1999-09-30,19990930,1999,9,30,Thursday
1999-10-01,19991001,1999,10,1,Friday
1999-10-02,19991002,1999,10,2,Saturday
1999-10-03,19991003,1999,10,3,Sunday
1999-10-04,19991004,1999,10,4,Monday
1999-10-05,19991005,1999,10,5,Tuesday
1999-10-06,19991006,1999,10,6,Wednesday
1999-10-07,19991007,1999,10,7,Thursday
1999-10-08,19991008,1999,10,8,Friday
1999-10-09,19991009,1999,10,9,Saturday
1999-10-10,19991010,1999,10,10,Sunday
1999-10-11,19991011,1999,10,11,Monday
1999-10-12,19991012,1999,10,12,Tuesday
1999-10-13,19991013,1999,10,13,Wednesday
1999-10-14,19991014,1999,10,14,Thursday
1999-10-15,19991015,1999,10,15,Friday
1999-10-16,19991016,1999,10,16,Saturday
1999-10-17,19991017,1999,10,17,Sunday
1999-10-18,19991018,1999,10,18,Monday
1999-10-19,19991019,1999,10,19,Tuesday
1999-10-20,19991020,1999,10,20,Wednesday
1999-10-21,19991021,1999,10,21,Thursday
1999-10-22,19991022,1999,10,22,Friday
1999-10-23,19991023,1999,10,23,Saturday
1999-10-24,19991024,1999,10,24,Sunday
1999-10-25,19991025,1999,10,25,Monday
1999-10-26,19991026,1999,10,26,Tuesday
1999-10-27,19991027,1999,10,27,Wednesday
1999-10-28,19991028,1999,10,28,Thursday
1999-10-29,19991029,1999,10,29,Friday
1999-10-30,19991030,1999,10,30,Saturday
