OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,delivered,source,customer_norm,employee_norm,order_source_id,orderdate,shippeddate,shipcountry
10390.0,ERNSH,6.0,1996-12-23,1997-01-20,1996-12-26,1.0,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1,sql,ernsh,6,,,,
10391.0,DRACD,3.0,1996-12-23,1997-01-20,1996-12-31,3.0,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,1,sql,dracd,3,,,,
10392.0,PICCO,2.0,1996-12-24,1997-01-21,1997-01-01,3.0,122.46,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,1,sql,picco,2,,,,
10393.0,SAVEA,1.0,1996-12-25,1997-01-22,1997-01-03,3.0,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,1,sql,savea,1,,,,
10394.0,HUNGC,1.0,1996-12-25,1997-01-22,1997-01-03,3.0,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,1,sql,hungc,1,,,,
10395.0,HILAA,6.0,1996-12-26,1997-01-23,1997-01-03,1.0,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1,sql,hilaa,6,,,,
10396.0,FRANK,1.0,1996-12-27,1997-01-10,1997-01-06,3.0,135.35,Frankenversand,Berliner Platz 43,München,,80805,Germany,1,sql,frank,1,,,,
10397.0,PRINI,5.0,1996-12-27,1997-01-24,1997-01-02,1.0,60.26,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,1,sql,prini,5,,,,
10398.0,SAVEA,2.0,1996-12-30,1997-01-27,1997-01-09,3.0,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,1,sql,savea,2,,,,
10399.0,VAFFE,8.0,1996-12-31,1997-01-14,1997-01-08,3.0,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,1,sql,vaffe,8,,,,
10400.0,EASTC,1.0,1997-01-01,1997-01-29,1997-01-16,3.0,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,1,sql,eastc,1,,,,
10401.0,RATTC,1.0,1997-01-01,1997-01-29,1997-01-10,1.0,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1,sql,rattc,1,,,,
10402.0,ERNSH,8.0,1997-01-02,1997-02-13,1997-01-10,2.0,67.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1,sql,ernsh,8,,,,
10403.0,ERNSH,4.0,1997-01-03,1997-01-31,1997-01-09,3.0,73.79,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1,sql,ernsh,4,,,,
10404.0,MAGAA,2.0,1997-01-03,1997-01-31,1997-01-08,1.0,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,1,sql,magaa,2,,,,
10405.0,LINOD,1.0,1997-01-06,1997-02-03,1997-01-22,1.0,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,1,sql,linod,1,,,,
10406.0,QUEEN,7.0,1997-01-07,1997-02-18,1997-01-13,1.0,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,1,sql,queen,7,,,,
10407.0,OTTIK,2.0,1997-01-07,1997-02-04,1997-01-30,2.0,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,1,sql,ottik,2,,,,
10408.0,FOLIG,8.0,1997-01-08,1997-02-05,1997-01-14,1.0,11.26,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,1,sql,folig,8,,,,
10409.0,OCEAN,3.0,1997-01-09,1997-02-06,1997-01-14,1.0,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,1,sql,ocean,3,,,,
10410.0,BOTTM,3.0,1997-01-10,1997-02-07,1997-01-15,3.0,2.4,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,1,sql,bottm,3,,,,
10411.0,BOTTM,9.0,1997-01-10,1997-02-07,1997-01-21,3.0,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,1,sql,bottm,9,,,,
10412.0,WARTH,8.0,1997-01-13,1997-02-10,1997-01-15,2.0,3.77,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1,sql,warth,8,,,,
10413.0,LAMAI,3.0,1997-01-14,1997-02-11,1997-01-16,2.0,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1,sql,lamai,3,,,,
10414.0,FAMIA,2.0,1997-01-14,1997-02-11,1997-01-17,3.0,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,1,sql,famia,2,,,,
10415.0,HUNGC,3.0,1997-01-15,1997-02-12,1997-01-24,1.0,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,1,sql,hungc,3,,,,
10416.0,WARTH,8.0,1997-01-16,1997-02-13,1997-01-27,3.0,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1,sql,warth,8,,,,
10417.0,SIMOB,4.0,1997-01-16,1997-02-13,1997-01-28,3.0,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,1,sql,simob,4,,,,
10418.0,QUICK,4.0,1997-01-17,1997-02-14,1997-01-24,1.0,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1,sql,quick,4,,,,
10419.0,RICSU,4.0,1997-01-20,1997-02-17,1997-01-30,2.0,137.35,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,1,sql,ricsu,4,,,,
10420.0,WELLI,3.0,1997-01-21,1997-02-18,1997-01-27,1.0,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,1,sql,welli,3,,,,
10421.0,QUEDE,8.0,1997-01-21,1997-03-04,1997-01-27,1.0,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,1,sql,quede,8,,,,
10422.0,FRANS,2.0,1997-01-22,1997-02-19,1997-01-31,1.0,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy,1,sql,frans,2,,,,
10423.0,GOURL,6.0,1997-01-23,1997-02-06,1997-02-24,3.0,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,1,sql,gourl,6,,,,
10424.0,MEREP,7.0,1997-01-23,1997-02-20,1997-01-27,2.0,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1,sql,merep,7,,,,
10425.0,LAMAI,6.0,1997-01-24,1997-02-21,1997-02-14,2.0,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1,sql,lamai,6,,,,
10426.0,GALED,4.0,1997-01-27,1997-02-24,1997-02-06,1.0,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,1,sql,galed,4,,,,
10427.0,PICCO,4.0,1997-01-27,1997-02-24,1997-03-03,2.0,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,1,sql,picco,4,,,,
10428.0,REGGC,7.0,1997-01-28,1997-02-25,1997-02-04,1.0,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,1,sql,reggc,7,,,,
10429.0,HUNGO,3.0,1997-01-29,1997-03-12,1997-02-07,2.0,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,1,sql,hungo,3,,,,
10430.0,ERNSH,4.0,1997-01-30,1997-02-13,1997-02-03,1.0,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1,sql,ernsh,4,,,,
10431.0,BOTTM,4.0,1997-01-30,1997-02-13,1997-02-07,2.0,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,1,sql,bottm,4,,,,
10432.0,SPLIR,3.0,1997-01-31,1997-02-14,1997-02-07,2.0,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,1,sql,splir,3,,,,
10433.0,PRINI,3.0,1997-02-03,1997-03-03,1997-03-04,3.0,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,1,sql,prini,3,,,,
10434.0,FOLKO,3.0,1997-02-03,1997-03-03,1997-02-13,2.0,17.92,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,1,sql,folko,3,,,,
10435.0,CONSH,8.0,1997-02-04,1997-03-18,1997-02-07,2.0,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,1,sql,consh,8,,,,
10436.0,BLONP,3.0,1997-02-05,1997-03-05,1997-02-11,2.0,156.66,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,1,sql,blonp,3,,,,
10437.0,WARTH,8.0,1997-02-05,1997-03-05,1997-02-12,1.0,19.97,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1,sql,warth,8,,,,
10438.0,TOMSP,3.0,1997-02-06,1997-03-06,1997-02-14,2.0,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,1,sql,tomsp,3,,,,
10439.0,MEREP,6.0,1997-02-07,1997-03-07,1997-02-10,3.0,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1,sql,merep,6,,,,
10440.0,SAVEA,4.0,1997-02-10,1997-03-10,1997-02-28,2.0,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,1,sql,savea,4,,,,
10441.0,OLDWO,3.0,1997-02-10,1997-03-24,1997-03-14,2.0,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,1,sql,oldwo,3,,,,
10442.0,ERNSH,3.0,1997-02-11,1997-03-11,1997-02-18,2.0,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1,sql,ernsh,3,,,,
10443.0,REGGC,8.0,1997-02-12,1997-03-12,1997-02-14,1.0,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,1,sql,reggc,8,,,,
10444.0,BERGS,3.0,1997-02-12,1997-03-12,1997-02-21,3.0,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,1,sql,bergs,3,,,,
10445.0,BERGS,3.0,1997-02-13,1997-03-13,1997-02-20,1.0,9.3,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,1,sql,bergs,3,,,,
10446.0,TOMSP,6.0,1997-02-14,1997-03-14,1997-02-19,1.0,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,1,sql,tomsp,6,,,,
10447.0,RICAR,4.0,1997-02-14,1997-03-14,1997-03-07,2.0,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,1,sql,ricar,4,,,,
10448.0,RANCH,4.0,1997-02-17,1997-03-17,1997-02-24,2.0,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,1,sql,ranch,4,,,,
10449.0,BLONP,3.0,1997-02-18,1997-03-18,1997-02-27,2.0,53.3,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,1,sql,blonp,3,,,,
10450.0,VICTE,8.0,1997-02-19,1997-03-19,1997-03-11,2.0,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,1,sql,victe,8,,,,
10451.0,QUICK,4.0,1997-02-19,1997-03-05,1997-03-12,3.0,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1,sql,quick,4,,,,
10452.0,SAVEA,8.0,1997-02-20,1997-03-20,1997-02-26,1.0,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,1,sql,savea,8,,,,
10453.0,AROUT,1.0,1997-02-21,1997-03-21,1997-02-26,2.0,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,1,sql,arout,1,,,,
10454.0,LAMAI,4.0,1997-02-21,1997-03-21,1997-02-25,3.0,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1,sql,lamai,4,,,,
10455.0,WARTH,8.0,1997-02-24,1997-04-07,1997-03-03,2.0,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1,sql,warth,8,,,,
10456.0,KOENE,8.0,1997-02-25,1997-04-08,1997-02-28,2.0,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,1,sql,koene,8,,,,
10457.0,KOENE,2.0,1997-02-25,1997-03-25,1997-03-03,1.0,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,1,sql,koene,2,,,,
10458.0,SUPRD,7.0,1997-02-26,1997-03-26,1997-03-04,3.0,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,1,sql,suprd,7,,,,
10459.0,VICTE,4.0,1997-02-27,1997-03-27,1997-02-28,2.0,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,1,sql,victe,4,,,,
10460.0,FOLKO,8.0,1997-02-28,1997-03-28,1997-03-03,1.0,16.27,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,1,sql,folko,8,,,,
10461.0,LILAS,1.0,1997-02-28,1997-03-28,1997-03-05,3.0,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1,sql,lilas,1,,,,
10462.0,CONSH,2.0,1997-03-03,1997-03-31,1997-03-18,1.0,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,1,sql,consh,2,,,,
10463.0,SUPRD,5.0,1997-03-04,1997-04-01,1997-03-06,3.0,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,1,sql,suprd,5,,,,
10464.0,FURIB,4.0,1997-03-04,1997-04-01,1997-03-14,2.0,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,1,sql,furib,4,,,,
10465.0,VAFFE,1.0,1997-03-05,1997-04-02,1997-03-14,3.0,145.04,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,1,sql,vaffe,1,,,,
10466.0,COMMI,4.0,1997-03-06,1997-04-03,1997-03-13,1.0,11.93,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,1,sql,commi,4,,,,
10467.0,MAGAA,8.0,1997-03-06,1997-04-03,1997-03-11,2.0,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,1,sql,magaa,8,,,,
10468.0,KOENE,3.0,1997-03-07,1997-04-04,1997-03-12,3.0,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,1,sql,koene,3,,,,
10469.0,WHITC,1.0,1997-03-10,1997-04-07,1997-03-14,1.0,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,1,sql,whitc,1,,,,
10470.0,BONAP,4.0,1997-03-11,1997-04-08,1997-03-14,2.0,64.56,Bon app',"12, rue des Bouchers",Marseille,,13008,France,1,sql,bonap,4,,,,
10471.0,BSBEV,2.0,1997-03-11,1997-04-08,1997-03-18,3.0,45.59,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,1,sql,bsbev,2,,,,
10472.0,SEVES,8.0,1997-03-12,1997-04-09,1997-03-19,1.0,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,1,sql,seves,8,,,,
10473.0,ISLAT,1.0,1997-03-13,1997-03-27,1997-03-21,3.0,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,1,sql,islat,1,,,,
10474.0,PERIC,5.0,1997-03-13,1997-04-10,1997-03-21,2.0,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,1,sql,peric,5,,,,
10475.0,SUPRD,9.0,1997-03-14,1997-04-11,1997-04-04,1.0,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,1,sql,suprd,9,,,,
10476.0,HILAA,8.0,1997-03-17,1997-04-14,1997-03-24,3.0,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1,sql,hilaa,8,,,,
10477.0,PRINI,5.0,1997-03-17,1997-04-14,1997-03-25,2.0,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,1,sql,prini,5,,,,
10478.0,VICTE,2.0,1997-03-18,1997-04-01,1997-03-26,3.0,4.81,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,1,sql,victe,2,,,,
10479.0,RATTC,3.0,1997-03-19,1997-04-16,1997-03-21,3.0,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1,sql,rattc,3,,,,
10480.0,FOLIG,6.0,1997-03-20,1997-04-17,1997-03-24,2.0,1.35,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,1,sql,folig,6,,,,
10481.0,RICAR,8.0,1997-03-20,1997-04-17,1997-03-25,2.0,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,1,sql,ricar,8,,,,
10482.0,LAZYK,1.0,1997-03-21,1997-04-18,1997-04-10,3.0,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA,1,sql,lazyk,1,,,,
10483.0,WHITC,7.0,1997-03-24,1997-04-21,1997-04-25,2.0,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,1,sql,whitc,7,,,,
10484.0,BSBEV,3.0,1997-03-24,1997-04-21,1997-04-01,3.0,6.88,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,1,sql,bsbev,3,,,,
10485.0,LINOD,4.0,1997-03-25,1997-04-08,1997-03-31,2.0,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,1,sql,linod,4,,,,
10486.0,HILAA,1.0,1997-03-26,1997-04-23,1997-04-02,2.0,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1,sql,hilaa,1,,,,
10487.0,QUEEN,2.0,1997-03-26,1997-04-23,1997-03-28,2.0,71.07,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,1,sql,queen,2,,,,
10488.0,FRANK,8.0,1997-03-27,1997-04-24,1997-04-02,2.0,4.93,Frankenversand,Berliner Platz 43,München,,80805,Germany,1,sql,frank,8,,,,
10489.0,PICCO,6.0,1997-03-28,1997-04-25,1997-04-09,2.0,5.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,1,sql,picco,6,,,,
10490.0,HILAA,7.0,1997-03-31,1997-04-28,1997-04-03,2.0,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1,sql,hilaa,7,,,,
10491.0,FURIB,8.0,1997-03-31,1997-04-28,1997-04-08,3.0,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,1,sql,furib,8,,,,
10492.0,BOTTM,3.0,1997-04-01,1997-04-29,1997-04-11,1.0,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,1,sql,bottm,3,,,,
10493.0,LAMAI,4.0,1997-04-02,1997-04-30,1997-04-10,3.0,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1,sql,lamai,4,,,,
10494.0,COMMI,4.0,1997-04-02,1997-04-30,1997-04-09,2.0,65.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,1,sql,commi,4,,,,
10495.0,LAUGB,3.0,1997-04-03,1997-05-01,1997-04-11,3.0,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,1,sql,laugb,3,,,,
10496.0,TRADH,7.0,1997-04-04,1997-05-02,1997-04-07,2.0,46.77,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,1,sql,tradh,7,,,,
10497.0,LEHMS,7.0,1997-04-04,1997-05-02,1997-04-07,1.0,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1,sql,lehms,7,,,,
10498.0,HILAA,8.0,1997-04-07,1997-05-05,1997-04-11,2.0,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1,sql,hilaa,8,,,,
10499.0,LILAS,4.0,1997-04-08,1997-05-06,1997-04-16,2.0,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1,sql,lilas,4,,,,
10500.0,LAMAI,6.0,1997-04-09,1997-05-07,1997-04-17,1.0,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1,sql,lamai,6,,,,
10501.0,BLAUS,9.0,1997-04-09,1997-05-07,1997-04-16,3.0,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,1,sql,blaus,9,,,,
10502.0,PERIC,2.0,1997-04-10,1997-05-08,1997-04-29,1.0,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,1,sql,peric,2,,,,
10503.0,HUNGO,6.0,1997-04-11,1997-05-09,1997-04-16,2.0,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,1,sql,hungo,6,,,,
10504.0,WHITC,4.0,1997-04-11,1997-05-09,1997-04-18,3.0,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,1,sql,whitc,4,,,,
10505.0,MEREP,3.0,1997-04-14,1997-05-12,1997-04-21,3.0,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1,sql,merep,3,,,,
10506.0,KOENE,9.0,1997-04-15,1997-05-13,1997-05-02,2.0,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,1,sql,koene,9,,,,
10507.0,ANTON,7.0,1997-04-15,1997-05-13,1997-04-22,1.0,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,1,sql,anton,7,,,,
10508.0,OTTIK,1.0,1997-04-16,1997-05-14,1997-05-13,2.0,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,1,sql,ottik,1,,,,
10509.0,BLAUS,4.0,1997-04-17,1997-05-15,1997-04-29,1.0,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,1,sql,blaus,4,,,,
10510.0,SAVEA,6.0,1997-04-18,1997-05-16,1997-04-28,3.0,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,1,sql,savea,6,,,,
10511.0,BONAP,4.0,1997-04-18,1997-05-16,1997-04-21,3.0,350.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France,1,sql,bonap,4,,,,
10512.0,FAMIA,7.0,1997-04-21,1997-05-19,1997-04-24,2.0,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,1,sql,famia,7,,,,
10513.0,WANDK,7.0,1997-04-22,1997-06-03,1997-04-28,1.0,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1,sql,wandk,7,,,,
10514.0,ERNSH,3.0,1997-04-22,1997-05-20,1997-05-16,2.0,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1,sql,ernsh,3,,,,
10515.0,QUICK,2.0,1997-04-23,1997-05-07,1997-05-23,1.0,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1,sql,quick,2,,,,
10516.0,HUNGO,2.0,1997-04-24,1997-05-22,1997-05-01,3.0,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,1,sql,hungo,2,,,,
10517.0,NORTS,3.0,1997-04-24,1997-05-22,1997-04-29,3.0,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK,1,sql,norts,3,,,,
10518.0,TORTU,4.0,1997-04-25,1997-05-09,1997-05-05,2.0,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,1,sql,tortu,4,,,,
10519.0,CHOPS,6.0,1997-04-28,1997-05-26,1997-05-01,3.0,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,1,sql,chops,6,,,,
10520.0,SANTG,7.0,1997-04-29,1997-05-27,1997-05-01,1.0,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,1,sql,santg,7,,,,
10521.0,CACTU,8.0,1997-04-29,1997-05-27,1997-05-02,2.0,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,1,sql,cactu,8,,,,
10522.0,LEHMS,4.0,1997-04-30,1997-05-28,1997-05-06,1.0,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1,sql,lehms,4,,,,
10523.0,SEVES,7.0,1997-05-01,1997-05-29,1997-05-30,2.0,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,1,sql,seves,7,,,,
10524.0,BERGS,1.0,1997-05-01,1997-05-29,1997-05-07,2.0,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,1,sql,bergs,1,,,,
10525.0,BONAP,1.0,1997-05-02,1997-05-30,1997-05-23,2.0,11.06,Bon app',"12, rue des Bouchers",Marseille,,13008,France,1,sql,bonap,1,,,,
10526.0,WARTH,4.0,1997-05-05,1997-06-02,1997-05-15,2.0,58.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1,sql,warth,4,,,,
10527.0,QUICK,7.0,1997-05-05,1997-06-02,1997-05-07,1.0,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1,sql,quick,7,,,,
10528.0,GREAL,6.0,1997-05-06,1997-05-20,1997-05-09,2.0,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,1,sql,greal,6,,,,
10529.0,MAISD,5.0,1997-05-07,1997-06-04,1997-05-09,2.0,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,1,sql,maisd,5,,,,
10530.0,PICCO,3.0,1997-05-08,1997-06-05,1997-05-12,2.0,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,1,sql,picco,3,,,,
10531.0,OCEAN,7.0,1997-05-08,1997-06-05,1997-05-19,1.0,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,1,sql,ocean,7,,,,
10532.0,EASTC,7.0,1997-05-09,1997-06-06,1997-05-12,3.0,74.46,Eastern Connection,35 King George,London,,WX3 6FW,UK,1,sql,eastc,7,,,,
